Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      A'    100      0    2100     2000      287774
  2      A'    120      0    2220     2000        543
  3      A'     80   -150    2150     2000        481
  4      A'     90      0    2240     2000       3470
  5      A'    110   -300    2050     2000       1580
  6      A'    100      0    2150     2000       2161
  7      A'     80   -200    2030     2000       1374
  8      B'    100      0    2130     2000       1350
  9      B'     80      0    2210     2000       1397
 10      B'    110      0    2320     2000        622
 11      B'    120      0    2440     2000        450
 12      B'     90      0    2530     2000        939
 13      B'    100      0    2630     2000       2487
 14      B'     90      0    2720     2000        745
 15      B'    120      0    2840     2000        446
 16      B'    110  -1250    1700     2000        755
 17      B'     80      0    1780     2000       1121
 18      B'    110      0    1890     2000        802
 19      B'    100      0    1990     2000       1230
 20      B'     90      0    2080     2000       1414
 21      B'    130  -1500     710     2000        161
 22      B'    120      0     830     2000       1207
 23      B'    130      0     960     2000        588
 24      A'    120      0    1080     2000        319
 25      A'    110   -250     940     2000        409
 26      B'    110      0    1050     2000        864
 27      C'     50      0    1100     2000        810
 28      C'     60      0    1160     2000        916
 29      C'     40    -50    1150     2000        674
 30      C'     55      0    1205     2000        246
 31      C'     55    -50    1210     2000        942
 32      C'     45      0    1255     2000        682
 33      B'     90      0    1345     2000        461
 34      A'     90   -350    1085     2000       1116
 35      B'    100      0    1185     2000       1038
 36      D'     50      0    1235     2000        422
 37      D'     40      0    1275     2000       1228
 38      D'     45      0    1320     2000        823
 39      C'     50    -50    1320     2000        584
 40      D'     45      0    1365     2000        973
 41      D'     55      0    1420     2000       2105
 42      D'     60      0    1480     2000        738
 43      D'     40      0    1520     2000       3035
 44      D'     55      0    1575     2000       1009
 45      D'     50      0    1625     2000        536
 46      D'     60   -250    1435     2000        627
 47      D'     55      0    1490     2000        754
 48      D'     40      0    1530     2000       1152
 49      D'     60      0    1590     2000        320
 50      C'     45      0    1635     2000        409
 51      C'     60    -50    1645     2000        950
 52      C'     40    -50    1635     2000        612
 53      C'     55      0    1690     2000        355
 54      C'     55    -25    1720     2000        397
 55      C'     65    -75    1710     2000       1120
 56      A'    110      0    1820     2000       1509
 57      C'     45      0    1865     2000       1332
 58      C'     70    -25    1910     2000       2432
 59      A'    130   -350    1690     2000       2757
 60      C'     40      0    1730     2000        543
 61      C'     50    -25    1755     2000        340
 62      C'     60    -75    1740     2000        219
 63      C'     70      0    1810     2000       9660
 64      C'     40    -50    1800     2000       1889
 65      C'     60      0    1860     2000       7547
 66      C'     65    -25    1900     2000         13
 67      C'     55      0    1955     2000       3465
 68      C'     80    -50    1985     2000       4062
 69      C'     40    -25    2000     2000       4349
 70      C'     60    -50    2010     2000        356
 71      C'     55      0    2065     2000       1009
 72      C'     65    -25    2105     2000        452
 73      C'     40    -75    2070     2000       4835
 74      C'     80    -50    2100     2000        367
 75      C'     65    -25    2140     2000        188
 76      C'     75      0    2215     2000       3909
 77      C'     55    -25    2245     2000       3444
 78      C'     60    -25    2280     2000        303
 79      C'     70    -25    2325     2000        355
 80      C'     65      0    2390     2000       8327
 81      C'     55    -75    2370     2000       4651
 82      C'     75    -25    2420     2000       3477
 83      C'     45    -50    2415     2000       1119
 84      C'     85    -75    2425     2000       1279
 85      C'     70    -25    2470     2000        307
 86      C'     80      0    2550     2000        468
 87      C'     60    -25    2585     2000       7891
 88      C'     65    -25    2625     2000       3619
 89      C'     75    -25    2675     2000       2169
 90      C'     70    -25    2720     2000       1000
 91      C'     60    -75    2705     2000       5784
 92      C'     80    -25    2760     2000        291
 93      C'     50    -50    2760     2000       3304
 94      C'     90    -75    2775     2000        567
 95      C'     75    -25    2825     2000        714
 96      C'     85    -25    2885     2000       1482
 97      C'     65    -25    2925     2000        433
 98      C'     70    -25    2970     2000       1984
 99      C'     80    -25    3025     2000       1969
 100      C'     75    -25    3075     2000        860
